#,id,dataset,action,video_name,recoginize_actions,is_contains
39,71,DCSASS,lifting,Shoplifting005_x264_14.mp4,lifting,contains
40,72,DCSASS,lifting,Shoplifting005_x264_15.mp4,lifting,contains
41,73,DCSASS,lifting,Shoplifting005_x264_16.mp4,lifting,contains
42,74,DCSASS,lifting,Shoplifting005_x264_17.mp4,lifting,contains
43,75,DCSASS,lifting,Shoplifting005_x264_18.mp4,lifting,contains
44,76,DCSASS,lifting,Shoplifting005_x264_19.mp4,lifting,contains
45,77,DCSASS,lifting,Shoplifting005_x264_2.mp4,lifting,contains
46,78,DCSASS,lifting,Shoplifting005_x264_20.mp4,lifting,contains
47,79,DCSASS,lifting,Shoplifting005_x264_21.mp4,lifting,contains
48,80,DCSASS,lifting,Shoplifting005_x264_22.mp4,lifting,contains
49,81,DCSASS,lifting,Shoplifting005_x264_23.mp4,lifting,contains
50,82,DCSASS,lifting,Shoplifting005_x264_24.mp4,lifting,contains
51,83,DCSASS,lifting,Shoplifting005_x264_25.mp4,lifting,contains
52,84,DCSASS,lifting,Shoplifting005_x264_26.mp4,lifting,contains
53,85,DCSASS,lifting,Shoplifting005_x264_27.mp4,lifting,contains
54,86,DCSASS,lifting,Shoplifting005_x264_28.mp4,lifting,contains
55,87,DCSASS,lifting,Shoplifting005_x264_29.mp4,lifting,contains
56,88,DCSASS,lifting,Shoplifting005_x264_3.mp4,lifting,contains
57,89,DCSASS,lifting,Shoplifting005_x264_30.mp4,lifting,contains
58,90,DCSASS,lifting,Shoplifting005_x264_31.mp4,lifting,contains
59,91,DCSASS,lifting,Shoplifting005_x264_4.mp4,lifting,contains
60,92,DCSASS,lifting,Shoplifting005_x264_5.mp4,lifting,contains
61,93,DCSASS,lifting,Shoplifting005_x264_6.mp4,lifting,contains
62,94,DCSASS,lifting,Shoplifting005_x264_7.mp4,lifting,contains
63,95,DCSASS,lifting,Shoplifting005_x264_8.mp4,lifting,contains
64,96,DCSASS,lifting,Shoplifting005_x264_9.mp4,lifting,contains
65,97,DCSASS,lifting,Shoplifting006_x264_0.mp4,lifting,contains
66,98,DCSASS,lifting,Shoplifting006_x264_1.mp4,lifting,contains
67,99,DCSASS,lifting,Shoplifting006_x264_10.mp4,lifting,contains
68,100,DCSASS,lifting,Shoplifting006_x264_11.mp4,lifting,contains
69,101,DCSASS,lifting,Shoplifting006_x264_12.mp4,lifting,contains
70,102,DCSASS,lifting,Shoplifting006_x264_13.mp4,lifting,contains
71,103,DCSASS,lifting,Shoplifting006_x264_14.mp4,lifting,contains
72,104,DCSASS,lifting,Shoplifting006_x264_15.mp4,lifting,contains
73,105,DCSASS,lifting,Shoplifting006_x264_16.mp4,lifting,contains
74,106,DCSASS,lifting,Shoplifting006_x264_17.mp4,lifting,contains
75,107,DCSASS,lifting,Shoplifting006_x264_18.mp4,lifting,contains
76,108,DCSASS,lifting,Shoplifting006_x264_19.mp4,lifting,contains
77,109,DCSASS,lifting,Shoplifting006_x264_2.mp4,lifting,contains
78,110,DCSASS,lifting,Shoplifting006_x264_20.mp4,lifting,contains
79,111,DCSASS,lifting,Shoplifting006_x264_21.mp4,lifting,contains
80,112,DCSASS,lifting,Shoplifting006_x264_22.mp4,lifting,contains
81,113,DCSASS,lifting,Shoplifting006_x264_23.mp4,lifting,contains
82,114,DCSASS,lifting,Shoplifting006_x264_24.mp4,lifting,contains
83,115,DCSASS,lifting,Shoplifting006_x264_25.mp4,lifting,contains
84,116,DCSASS,lifting,Shoplifting006_x264_26.mp4,lifting,contains
85,117,DCSASS,lifting,Shoplifting006_x264_27.mp4,lifting,contains
86,118,DCSASS,lifting,Shoplifting006_x264_28.mp4,lifting,contains
87,119,DCSASS,lifting,Shoplifting006_x264_29.mp4,lifting,contains
88,120,DCSASS,lifting,Shoplifting006_x264_3.mp4,lifting,contains
89,121,DCSASS,lifting,Shoplifting006_x264_30.mp4,lifting,contains
90,122,DCSASS,lifting,Shoplifting006_x264_31.mp4,lifting,contains
91,123,DCSASS,lifting,Shoplifting006_x264_4.mp4,lifting,contains
92,124,DCSASS,lifting,Shoplifting006_x264_5.mp4,lifting,contains
93,125,DCSASS,lifting,Shoplifting006_x264_6.mp4,lifting,contains
94,126,DCSASS,lifting,Shoplifting006_x264_7.mp4,lifting,contains
95,127,DCSASS,lifting,Shoplifting006_x264_8.mp4,lifting,contains
96,128,DCSASS,lifting,Shoplifting006_x264_9.mp4,lifting,contains
97,129,DCSASS,lifting,Shoplifting007_x264_0.mp4,lifting,contains
98,130,DCSASS,lifting,Shoplifting007_x264_1.mp4,lifting,contains
99,131,DCSASS,lifting,Shoplifting007_x264_10.mp4,lifting,contains
100,132,DCSASS,lifting,Shoplifting007_x264_11.mp4,lifting,contains
101,133,DCSASS,lifting,Shoplifting007_x264_12.mp4,lifting,contains
102,134,DCSASS,lifting,Shoplifting007_x264_13.mp4,lifting,contains
103,135,DCSASS,lifting,Shoplifting007_x264_14.mp4,lifting,contains
104,136,DCSASS,lifting,Shoplifting007_x264_15.mp4,lifting,contains
105,137,DCSASS,lifting,Shoplifting007_x264_16.mp4,lifting,contains
106,138,DCSASS,lifting,Shoplifting007_x264_17.mp4,lifting,contains
107,139,DCSASS,lifting,Shoplifting007_x264_18.mp4,lifting,contains
108,140,DCSASS,lifting,Shoplifting007_x264_19.mp4,lifting,contains
109,141,DCSASS,lifting,Shoplifting007_x264_2.mp4,lifting,contains
110,142,DCSASS,lifting,Shoplifting007_x264_20.mp4,lifting,contains
111,143,DCSASS,lifting,Shoplifting007_x264_21.mp4,lifting,contains
112,144,DCSASS,lifting,Shoplifting007_x264_22.mp4,lifting,contains
113,145,DCSASS,lifting,Shoplifting007_x264_23.mp4,lifting,contains
114,146,DCSASS,lifting,Shoplifting007_x264_24.mp4,lifting,contains
115,147,DCSASS,lifting,Shoplifting007_x264_25.mp4,lifting,contains
116,148,DCSASS,lifting,Shoplifting007_x264_26.mp4,lifting,contains
117,149,DCSASS,lifting,Shoplifting007_x264_27.mp4,lifting,contains
118,150,DCSASS,lifting,Shoplifting007_x264_28.mp4,lifting,contains
119,151,DCSASS,lifting,Shoplifting007_x264_29.mp4,lifting,contains
120,152,DCSASS,lifting,Shoplifting007_x264_3.mp4,lifting,contains
121,153,DCSASS,lifting,Shoplifting007_x264_30.mp4,lifting,contains
122,154,DCSASS,lifting,Shoplifting007_x264_31.mp4,lifting,contains
123,155,DCSASS,lifting,Shoplifting007_x264_4.mp4,lifting,contains
124,156,DCSASS,lifting,Shoplifting007_x264_5.mp4,lifting,contains
125,157,DCSASS,lifting,Shoplifting007_x264_6.mp4,lifting,contains
126,158,DCSASS,lifting,Shoplifting007_x264_7.mp4,lifting,contains
127,159,DCSASS,lifting,Shoplifting007_x264_8.mp4,lifting,contains
128,160,DCSASS,lifting,Shoplifting007_x264_9.mp4,lifting,contains
129,161,DCSASS,lifting,Shoplifting009_x264_0.mp4,lifting,contains
130,162,DCSASS,lifting,Shoplifting009_x264_1.mp4,"lifting, stealing",contains
131,163,DCSASS,lifting,Shoplifting009_x264_10.mp4,lifting,contains
132,164,DCSASS,lifting,Shoplifting009_x264_11.mp4,lifting,contains
133,165,DCSASS,lifting,Shoplifting009_x264_12.mp4,lifting,contains
134,166,DCSASS,lifting,Shoplifting009_x264_13.mp4,lifting,contains
135,167,DCSASS,lifting,Shoplifting009_x264_14.mp4,lifting,contains
136,168,DCSASS,lifting,Shoplifting009_x264_15.mp4,lifting,contains
137,169,DCSASS,lifting,Shoplifting009_x264_16.mp4,lifting,contains
138,170,DCSASS,lifting,Shoplifting009_x264_17.mp4,lifting,contains
139,171,DCSASS,lifting,Shoplifting009_x264_18.mp4,lifting,contains
140,172,DCSASS,lifting,Shoplifting009_x264_19.mp4,lifting,contains
141,173,DCSASS,lifting,Shoplifting009_x264_2.mp4,lifting,contains
142,174,DCSASS,lifting,Shoplifting009_x264_20.mp4,"lifting, stealing",contains
143,175,DCSASS,lifting,Shoplifting009_x264_21.mp4,"stealing, lifting",contains
144,176,DCSASS,lifting,Shoplifting009_x264_22.mp4,lifting,contains
145,177,DCSASS,lifting,Shoplifting009_x264_23.mp4,lifting,contains
146,178,DCSASS,lifting,Shoplifting009_x264_24.mp4,lifting,contains
147,179,DCSASS,lifting,Shoplifting009_x264_25.mp4,lifting,contains
148,180,DCSASS,lifting,Shoplifting009_x264_26.mp4,lifting,contains
149,181,DCSASS,lifting,Shoplifting009_x264_27.mp4,"lifting, stealing",contains
150,182,DCSASS,lifting,Shoplifting009_x264_28.mp4,"lifting, stealing",contains
151,183,DCSASS,lifting,Shoplifting009_x264_29.mp4,lifting,contains
152,184,DCSASS,lifting,Shoplifting009_x264_3.mp4,lifting,contains
153,185,DCSASS,lifting,Shoplifting009_x264_30.mp4,lifting,contains
154,186,DCSASS,lifting,Shoplifting009_x264_31.mp4,lifting,contains
155,187,DCSASS,lifting,Shoplifting009_x264_4.mp4,lifting,contains
156,188,DCSASS,lifting,Shoplifting009_x264_5.mp4,lifting,contains
157,189,DCSASS,lifting,Shoplifting009_x264_6.mp4,lifting,contains
158,190,DCSASS,lifting,Shoplifting009_x264_7.mp4,lifting,contains
159,191,DCSASS,lifting,Shoplifting009_x264_8.mp4,lifting,contains
160,192,DCSASS,lifting,Shoplifting009_x264_9.mp4,lifting,contains
161,193,DCSASS,lifting,Shoplifting010_x264_0.mp4,lifting,contains
162,194,DCSASS,lifting,Shoplifting010_x264_1.mp4,lifting,contains
163,195,DCSASS,lifting,Shoplifting010_x264_10.mp4,lifting,contains
164,196,DCSASS,lifting,Shoplifting010_x264_11.mp4,lifting,contains
165,197,DCSASS,lifting,Shoplifting010_x264_12.mp4,lifting,contains
166,198,DCSASS,lifting,Shoplifting010_x264_13.mp4,lifting,contains
167,199,DCSASS,lifting,Shoplifting010_x264_14.mp4,lifting,contains
168,200,DCSASS,lifting,Shoplifting010_x264_15.mp4,lifting,contains
169,201,DCSASS,lifting,Shoplifting010_x264_16.mp4,lifting,contains
170,202,DCSASS,lifting,Shoplifting010_x264_17.mp4,lifting,contains
171,203,DCSASS,lifting,Shoplifting010_x264_18.mp4,lifting,contains
172,204,DCSASS,lifting,Shoplifting010_x264_19.mp4,lifting,contains
173,205,DCSASS,lifting,Shoplifting010_x264_2.mp4,lifting,contains
174,206,DCSASS,lifting,Shoplifting010_x264_20.mp4,lifting,contains
175,207,DCSASS,lifting,Shoplifting010_x264_21.mp4,lifting,contains
176,208,DCSASS,lifting,Shoplifting010_x264_22.mp4,lifting,contains
177,209,DCSASS,lifting,Shoplifting010_x264_23.mp4,lifting,contains
178,210,DCSASS,lifting,Shoplifting010_x264_24.mp4,lifting,contains
179,211,DCSASS,lifting,Shoplifting010_x264_25.mp4,lifting,contains
180,212,DCSASS,lifting,Shoplifting010_x264_26.mp4,lifting,contains
181,213,DCSASS,lifting,Shoplifting010_x264_27.mp4,lifting,contains
182,214,DCSASS,lifting,Shoplifting010_x264_28.mp4,lifting,contains
183,215,DCSASS,lifting,Shoplifting010_x264_29.mp4,lifting,contains
184,216,DCSASS,lifting,Shoplifting010_x264_3.mp4,lifting,contains
185,217,DCSASS,lifting,Shoplifting010_x264_30.mp4,lifting,contains
186,218,DCSASS,lifting,Shoplifting010_x264_31.mp4,lifting,contains
187,219,DCSASS,lifting,Shoplifting010_x264_4.mp4,lifting,contains
188,220,DCSASS,lifting,Shoplifting010_x264_5.mp4,lifting,contains
189,221,DCSASS,lifting,Shoplifting010_x264_6.mp4,lifting,contains
190,222,DCSASS,lifting,Shoplifting010_x264_7.mp4,lifting,contains
191,223,DCSASS,lifting,Shoplifting010_x264_8.mp4,lifting,contains
192,224,DCSASS,lifting,Shoplifting010_x264_9.mp4,lifting,contains
193,225,DCSASS,lifting,Shoplifting013_x264_0.mp4,lifting,contains
194,226,DCSASS,lifting,Shoplifting013_x264_1.mp4,lifting,contains
195,227,DCSASS,lifting,Shoplifting013_x264_10.mp4,lifting,contains
196,228,DCSASS,lifting,Shoplifting013_x264_11.mp4,lifting,contains
197,229,DCSASS,lifting,Shoplifting013_x264_12.mp4,lifting,contains
198,230,DCSASS,lifting,Shoplifting013_x264_13.mp4,lifting,contains
199,231,DCSASS,lifting,Shoplifting013_x264_14.mp4,lifting,contains
200,232,DCSASS,lifting,Shoplifting013_x264_15.mp4,lifting,contains
201,233,DCSASS,lifting,Shoplifting013_x264_16.mp4,lifting,contains
202,234,DCSASS,lifting,Shoplifting013_x264_17.mp4,lifting,contains
203,235,DCSASS,lifting,Shoplifting013_x264_18.mp4,lifting,contains
204,236,DCSASS,lifting,Shoplifting013_x264_19.mp4,lifting,contains
205,237,DCSASS,lifting,Shoplifting013_x264_2.mp4,lifting,contains
206,238,DCSASS,lifting,Shoplifting013_x264_20.mp4,lifting,contains
207,239,DCSASS,lifting,Shoplifting013_x264_21.mp4,lifting,contains
208,240,DCSASS,lifting,Shoplifting013_x264_22.mp4,lifting,contains
209,241,DCSASS,lifting,Shoplifting013_x264_23.mp4,lifting,contains
210,242,DCSASS,lifting,Shoplifting013_x264_24.mp4,lifting,contains
211,243,DCSASS,lifting,Shoplifting013_x264_25.mp4,lifting,contains
212,244,DCSASS,lifting,Shoplifting013_x264_26.mp4,lifting,contains
213,245,DCSASS,lifting,Shoplifting013_x264_27.mp4,lifting,contains
214,246,DCSASS,lifting,Shoplifting013_x264_28.mp4,lifting,contains
215,247,DCSASS,lifting,Shoplifting013_x264_29.mp4,lifting,contains
216,248,DCSASS,lifting,Shoplifting013_x264_3.mp4,lifting,contains
217,249,DCSASS,lifting,Shoplifting013_x264_30.mp4,lifting,contains
218,250,DCSASS,lifting,Shoplifting013_x264_31.mp4,lifting,contains
219,251,DCSASS,lifting,Shoplifting013_x264_4.mp4,lifting,contains
220,252,DCSASS,lifting,Shoplifting013_x264_5.mp4,lifting,contains
221,253,DCSASS,lifting,Shoplifting013_x264_6.mp4,lifting,contains
222,254,DCSASS,lifting,Shoplifting013_x264_7.mp4,lifting,contains
223,255,DCSASS,lifting,Shoplifting013_x264_8.mp4,lifting,contains
224,256,DCSASS,lifting,Shoplifting013_x264_9.mp4,lifting,contains
225,257,DCSASS,lifting,Shoplifting015_x264_0.mp4,lifting,contains
226,258,DCSASS,lifting,Shoplifting015_x264_1.mp4,lifting,contains
227,259,DCSASS,lifting,Shoplifting015_x264_10.mp4,lifting,contains
228,260,DCSASS,lifting,Shoplifting015_x264_11.mp4,lifting,contains
229,261,DCSASS,lifting,Shoplifting015_x264_12.mp4,lifting,contains
230,262,DCSASS,lifting,Shoplifting015_x264_13.mp4,lifting,contains
231,263,DCSASS,lifting,Shoplifting015_x264_14.mp4,lifting,contains
232,264,DCSASS,lifting,Shoplifting015_x264_15.mp4,lifting,contains
233,265,DCSASS,lifting,Shoplifting015_x264_16.mp4,lifting,contains
234,266,DCSASS,lifting,Shoplifting015_x264_17.mp4,lifting,contains
235,267,DCSASS,lifting,Shoplifting015_x264_18.mp4,lifting,contains
236,268,DCSASS,lifting,Shoplifting015_x264_19.mp4,lifting,contains
237,269,DCSASS,lifting,Shoplifting015_x264_2.mp4,lifting,contains
238,270,DCSASS,lifting,Shoplifting015_x264_20.mp4,lifting,contains
239,271,DCSASS,lifting,Shoplifting015_x264_21.mp4,lifting,contains
240,272,DCSASS,lifting,Shoplifting015_x264_22.mp4,lifting,contains
241,273,DCSASS,lifting,Shoplifting015_x264_23.mp4,lifting,contains
242,274,DCSASS,lifting,Shoplifting015_x264_24.mp4,lifting,contains
243,275,DCSASS,lifting,Shoplifting015_x264_25.mp4,lifting,contains
244,276,DCSASS,lifting,Shoplifting015_x264_26.mp4,lifting,contains
245,277,DCSASS,lifting,Shoplifting015_x264_27.mp4,lifting,contains
246,278,DCSASS,lifting,Shoplifting015_x264_28.mp4,lifting,contains
247,279,DCSASS,lifting,Shoplifting015_x264_29.mp4,lifting,contains
248,280,DCSASS,lifting,Shoplifting015_x264_3.mp4,lifting,contains
249,281,DCSASS,lifting,Shoplifting015_x264_30.mp4,lifting,contains
250,282,DCSASS,lifting,Shoplifting015_x264_31.mp4,lifting,contains
251,283,DCSASS,lifting,Shoplifting015_x264_4.mp4,lifting,contains
252,284,DCSASS,lifting,Shoplifting015_x264_5.mp4,lifting,contains
253,285,DCSASS,lifting,Shoplifting015_x264_6.mp4,lifting,contains
254,286,DCSASS,lifting,Shoplifting015_x264_7.mp4,lifting,contains
255,287,DCSASS,lifting,Shoplifting015_x264_8.mp4,lifting,contains
256,288,DCSASS,lifting,Shoplifting015_x264_9.mp4,lifting,contains
257,289,DCSASS,lifting,Shoplifting016_x264_0.mp4,lifting,contains
258,290,DCSASS,lifting,Shoplifting016_x264_1.mp4,lifting,contains
259,291,DCSASS,lifting,Shoplifting016_x264_10.mp4,lifting,contains
260,292,DCSASS,lifting,Shoplifting016_x264_11.mp4,lifting,contains
261,293,DCSASS,lifting,Shoplifting016_x264_12.mp4,lifting,contains
262,294,DCSASS,lifting,Shoplifting016_x264_13.mp4,lifting,contains
263,295,DCSASS,lifting,Shoplifting016_x264_14.mp4,lifting,contains
264,296,DCSASS,lifting,Shoplifting016_x264_15.mp4,lifting,contains
265,297,DCSASS,lifting,Shoplifting016_x264_16.mp4,lifting,contains
266,298,DCSASS,lifting,Shoplifting016_x264_17.mp4,lifting,contains
267,299,DCSASS,lifting,Shoplifting016_x264_18.mp4,lifting,contains
268,300,DCSASS,lifting,Shoplifting016_x264_19.mp4,lifting,contains
269,301,DCSASS,lifting,Shoplifting016_x264_2.mp4,lifting,contains
270,302,DCSASS,lifting,Shoplifting016_x264_20.mp4,lifting,contains
271,303,DCSASS,lifting,Shoplifting016_x264_21.mp4,lifting,contains
272,304,DCSASS,lifting,Shoplifting016_x264_22.mp4,lifting,contains
273,305,DCSASS,lifting,Shoplifting016_x264_23.mp4,lifting,contains
274,306,DCSASS,lifting,Shoplifting016_x264_24.mp4,lifting,contains
275,307,DCSASS,lifting,Shoplifting016_x264_25.mp4,lifting,contains
276,308,DCSASS,lifting,Shoplifting016_x264_26.mp4,lifting,contains
277,309,DCSASS,lifting,Shoplifting016_x264_27.mp4,lifting,contains
278,310,DCSASS,lifting,Shoplifting016_x264_28.mp4,lifting,contains
279,311,DCSASS,lifting,Shoplifting016_x264_29.mp4,lifting,contains
280,312,DCSASS,lifting,Shoplifting016_x264_3.mp4,lifting,contains
281,313,DCSASS,lifting,Shoplifting016_x264_30.mp4,lifting,contains
282,314,DCSASS,lifting,Shoplifting016_x264_31.mp4,lifting,contains
283,315,DCSASS,lifting,Shoplifting016_x264_4.mp4,lifting,contains
284,316,DCSASS,lifting,Shoplifting016_x264_5.mp4,lifting,contains
285,317,DCSASS,lifting,Shoplifting016_x264_6.mp4,lifting,contains
286,318,DCSASS,lifting,Shoplifting016_x264_7.mp4,lifting,contains
287,319,DCSASS,lifting,Shoplifting016_x264_8.mp4,lifting,contains
288,320,DCSASS,lifting,Shoplifting016_x264_9.mp4,lifting,contains
289,321,DCSASS,lifting,Shoplifting018_x264_0.mp4,lifting,contains
290,322,DCSASS,lifting,Shoplifting018_x264_1.mp4,lifting,contains
291,323,DCSASS,lifting,Shoplifting018_x264_10.mp4,lifting,contains
292,324,DCSASS,lifting,Shoplifting018_x264_11.mp4,lifting,contains
293,325,DCSASS,lifting,Shoplifting018_x264_12.mp4,lifting,contains
294,326,DCSASS,lifting,Shoplifting018_x264_13.mp4,lifting,contains
295,327,DCSASS,lifting,Shoplifting018_x264_14.mp4,lifting,contains
296,328,DCSASS,lifting,Shoplifting018_x264_15.mp4,lifting,contains
297,329,DCSASS,lifting,Shoplifting018_x264_16.mp4,lifting,contains
298,330,DCSASS,lifting,Shoplifting018_x264_17.mp4,lifting,contains
299,331,DCSASS,lifting,Shoplifting018_x264_18.mp4,lifting,contains
300,332,DCSASS,lifting,Shoplifting018_x264_19.mp4,lifting,contains
301,333,DCSASS,lifting,Shoplifting018_x264_2.mp4,lifting,contains
302,334,DCSASS,lifting,Shoplifting018_x264_20.mp4,lifting,contains
303,335,DCSASS,lifting,Shoplifting018_x264_21.mp4,lifting,contains
304,336,DCSASS,lifting,Shoplifting018_x264_22.mp4,lifting,contains
305,337,DCSASS,lifting,Shoplifting018_x264_23.mp4,lifting,contains
306,338,DCSASS,lifting,Shoplifting018_x264_24.mp4,lifting,contains
307,339,DCSASS,lifting,Shoplifting018_x264_25.mp4,lifting,contains
308,340,DCSASS,lifting,Shoplifting018_x264_26.mp4,lifting,contains
309,341,DCSASS,lifting,Shoplifting018_x264_27.mp4,lifting,contains
310,342,DCSASS,lifting,Shoplifting018_x264_28.mp4,lifting,contains
311,343,DCSASS,lifting,Shoplifting018_x264_29.mp4,lifting,contains
312,344,DCSASS,lifting,Shoplifting018_x264_3.mp4,lifting,contains
313,345,DCSASS,lifting,Shoplifting018_x264_30.mp4,lifting,contains
314,346,DCSASS,lifting,Shoplifting018_x264_31.mp4,lifting,contains
315,347,DCSASS,lifting,Shoplifting018_x264_4.mp4,lifting,contains
316,348,DCSASS,lifting,Shoplifting018_x264_5.mp4,lifting,contains
317,349,DCSASS,lifting,Shoplifting018_x264_6.mp4,lifting,contains
318,350,DCSASS,lifting,Shoplifting018_x264_7.mp4,lifting,contains
319,351,DCSASS,lifting,Shoplifting018_x264_8.mp4,lifting,contains
320,352,DCSASS,lifting,Shoplifting018_x264_9.mp4,lifting,contains
321,353,DCSASS,lifting,Shoplifting021_x264_0.mp4,"stealing, lifting",contains
322,354,DCSASS,lifting,Shoplifting021_x264_1.mp4,"stealing, lifting",contains
323,355,DCSASS,lifting,Shoplifting021_x264_12.mp4,"stealing, lifting",contains
324,356,DCSASS,lifting,Shoplifting021_x264_13.mp4,lifting,contains
325,357,DCSASS,lifting,Shoplifting021_x264_14.mp4,"stealing, lifting",contains
326,358,DCSASS,lifting,Shoplifting021_x264_16.mp4,"stealing, lifting",contains
327,359,DCSASS,lifting,Shoplifting021_x264_17.mp4,"stealing, lifting",contains
328,360,DCSASS,lifting,Shoplifting021_x264_18.mp4,lifting,contains
329,361,DCSASS,lifting,Shoplifting021_x264_19.mp4,"stealing, lifting",contains
330,362,DCSASS,lifting,Shoplifting021_x264_2.mp4,lifting,contains
331,363,DCSASS,lifting,Shoplifting021_x264_29.mp4,"lifting, stealing",contains
332,364,DCSASS,lifting,Shoplifting021_x264_3.mp4,lifting,contains
333,365,DCSASS,lifting,Shoplifting021_x264_30.mp4,"lifting, stealing",contains
334,366,DCSASS,lifting,Shoplifting021_x264_4.mp4,lifting,contains
335,367,DCSASS,lifting,Shoplifting021_x264_5.mp4,"lifting, stealing",contains
336,368,DCSASS,lifting,Shoplifting021_x264_6.mp4,"lifting, stealing",contains
337,369,DCSASS,lifting,Shoplifting021_x264_7.mp4,"stealing, lifting",contains
338,370,DCSASS,lifting,Shoplifting021_x264_8.mp4,"stealing, lifting",contains
339,371,DCSASS,lifting,Shoplifting021_x264_9.mp4,"lifting, stealing",contains
340,372,DCSASS,lifting,Shoplifting022_x264_0.mp4,lifting,contains
341,373,DCSASS,lifting,Shoplifting022_x264_1.mp4,lifting,contains
342,374,DCSASS,lifting,Shoplifting022_x264_10.mp4,lifting,contains
343,375,DCSASS,lifting,Shoplifting022_x264_11.mp4,lifting,contains
344,376,DCSASS,lifting,Shoplifting022_x264_12.mp4,lifting,contains
345,377,DCSASS,lifting,Shoplifting022_x264_13.mp4,lifting,contains
346,378,DCSASS,lifting,Shoplifting022_x264_14.mp4,lifting,contains
347,379,DCSASS,lifting,Shoplifting022_x264_15.mp4,lifting,contains
348,380,DCSASS,lifting,Shoplifting022_x264_16.mp4,lifting,contains
349,381,DCSASS,lifting,Shoplifting022_x264_17.mp4,lifting,contains
350,382,DCSASS,lifting,Shoplifting022_x264_18.mp4,lifting,contains
351,383,DCSASS,lifting,Shoplifting022_x264_19.mp4,lifting,contains
352,384,DCSASS,lifting,Shoplifting022_x264_2.mp4,lifting,contains
353,385,DCSASS,lifting,Shoplifting022_x264_20.mp4,lifting,contains
354,386,DCSASS,lifting,Shoplifting022_x264_21.mp4,lifting,contains
355,387,DCSASS,lifting,Shoplifting022_x264_22.mp4,lifting,contains
356,388,DCSASS,lifting,Shoplifting022_x264_23.mp4,lifting,contains
357,389,DCSASS,lifting,Shoplifting022_x264_24.mp4,lifting,contains
358,390,DCSASS,lifting,Shoplifting022_x264_25.mp4,lifting,contains
359,391,DCSASS,lifting,Shoplifting022_x264_26.mp4,lifting,contains
360,392,DCSASS,lifting,Shoplifting022_x264_27.mp4,lifting,contains
361,393,DCSASS,lifting,Shoplifting022_x264_28.mp4,lifting,contains
362,394,DCSASS,lifting,Shoplifting022_x264_29.mp4,lifting,contains
363,395,DCSASS,lifting,Shoplifting022_x264_3.mp4,lifting,contains
364,396,DCSASS,lifting,Shoplifting022_x264_30.mp4,lifting,contains
